the_geom,cartodb_id,the_geom_webmercator,last_updated,_ds_write_method,access_direction,access_direction_cardinal,accessible,baby_change_facilities,bbq,boat_ramp,caravan_disposal,carriageway_code,carriageway_configuration,category,construction_date,description,distance_from,driver_reviver,emergency_phones,entry_taper,exit_taper,food_available,fuel_available,heavy_vehicle_parking_capacity,heavy_vehicles_parking_type,latitude,lga,light_vehicle_parking_capacity,light_vehicles_parking_type,lighting,link_no,litter_bins,longitude,lookout,ne_unique,pets_allowed,picnic_table,playground,power_outlets,power_supply,region,rest_area_name,rest_area_number,road_name,road_number,separated_parking_areas_light_heavy,shade,shelter,side_of_road,sign_non_potable,site_status,sports_ground,suburb,toilets,tourist_information,tree_shading,vehicle_type,water_supply_type,guid,responsible_authority
0101000020E6100000FB57569A949E6240ACADD85F768F40C0,12897,0101000020110F000086D7DB3F84A06F41564225925AD74DC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A2,,PARKING AREA,,,20.6km from Orange,false,false,,,false,false,,,-33.1208,CABONNE,,,false,0280,true,148.95564,false,"0000007,0280,A2",false,false,false,false,false,WESTERN REGION,,1030,MOLONG RD,0000007,false,false,true,RIGHT,false,,false,MOLONG,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,6E30ACEB8F068641,RMS
0101000020E6100000F085C954C1496240977329AE2A8B3EC0,12898,0101000020110F00009AFCE1AC6E106F41B639EA22BA434BC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,PARKING AREA,,,14.7km North of Byrock,false,false,,,false,false,,,-30.54362,BOURKE,,,false,1105,true,146.30485,false,"0000007,1105,A1",false,false,false,false,false,WESTERN REGION,,1741,MITCHELL HIGHWAY,0000007,false,false,true,LEFT,false,,false,BYROCK,0,false,false,HEAVY VEHICLES ONLY,NONE,3534E5C27248561D,RMS
0101000020E6100000569FABADD8F862408B89CDC7B5A93DC0,12899,0101000020110F00006DF80DD2EB1C7041513DEDE663664AC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,9km North of Glen Innes,false,false,,,false,false,,,-29.66293,SEVERN,,,false,1400,true,151.77645,false,"0000009,1400,A1",false,true,false,false,false,NORTHERN REGION,Heritage Park (Bank of Beardy Ck),1091,NEW ENGLAND HIGHWAY,0000009,false,false,true,LEFT,false,,false,YARROWFORD,1,false,false,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,F62CABC3C5B8DB49,COUNCIL
0101000020E6100000F888981249CF6240F20703CFBD8F41C0,12901,0101000020110F0000187F34333FF36F41BA9E0C1C3FE54FC1,2018-12-21 11:12:58+00,2,PRESCRIBED,BOTH,false,false,false,false,false,A2,,REST AREA,,,37km South of Nowra,false,false,,,false,false,,,-35.12298,SHOALHAVEN,,,false,1670,true,150.47767,false,"0000001,1670,A2",false,true,false,false,false,SOUTHERN REGION,Jerrawangala Rest Area S/B,3141,PRINCES HIGHWAY,0000001,false,false,true,LEFT,false,,false,TULLARWALLA,2,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,E9AABC6C0DD08EF4,RMS
0101000020E610000024624A24D18E62406C43C5387FD341C0,12902,0101000020110F0000F4D8D69CBD856F415C01DB7F353950C1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A2,,REST AREA,,,118km from Cooma and  63km to Tumut,false,false,,,false,false,,,-35.65232,SNOWY VALLEYS,,,false,0450,true,148.46303,false,"0000004,0450,A2",false,true,false,false,false,SOUTH WEST REGION,Yarrangobilly River Rest Area,465,SNOWY MOUNTAINS HIGHWAY,0000004,false,false,true,RIGHT,false,,false,YARRANGOBILLY,0,false,false,LIGHT VEHICLES ONLY,NONE,200C1583DAA91067,NATIONAL PARKS AND WILDLIFE SERVICE
0101000020E61000001366DAFE95FA6240F20C1AFA27303FC0,12903,0101000020110F00008A7D4B07661E704116F2677DF9E64BC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,127.5km West of Wauchope,false,false,,,false,false,,,-31.18811,WALCHA,,,false,0400,true,151.83081,false,"0000011,0400,A2",false,true,false,false,false,NORTHERN REGION,Tia River,1154,OXLEY HIGHWAY,0000011,false,true,true,LEFT,false,,false,WALCHA,0,false,true,LIGHT VEHICLES ONLY,NONE,41246C98F197D424,COUNCIL
0101000020E61000003BE466B801B362403EEDF0D764B540C0,12904,0101000020110F00009A8F7E6E36C36F41D32E200F6A244EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,true,false,false,C1,,REST AREA,,,57km from Lithgow,false,false,,,false,false,,,-33.41714,BATHURST REGIONAL,,,false,1765,true,149.59396,false,"0000005,1765,C1",false,true,false,false,false,WESTERN REGION,Berry Park Bathurst,1365,GREAT WESTERN HIGHWAY,0000005,false,true,true,RIGHT,false,,false,KELSO,0,false,true,LIGHT VEHICLES ONLY,NONE,DE45448F788D0B6D,OTHER
0101000020E610000072A774B0FEAD6140306475ABE70040C0,12905,0101000020110F000063E35F95DB076E41C1D3EA5A07B84CC1,2018-12-21 11:12:58+00,2,COUNTER,,true,false,false,false,false,A3,,PARKING AREA,,,8.0km South of Broken Hill,false,false,,,false,false,,,-32.00707,UNINCORPORATED NSW,,,false,0200,true,141.43734,false,"0000022,0200,A3",false,false,false,false,false,WESTERN REGION,Truck Rest Area At Town Boundary,249,SILVER CITY HIGHWAY,0000022,false,false,true,RIGHT,false,,false,BROKEN HILL,0,false,false,HEAVY VEHICLES ONLY,NONE,4C95B330746C0374,RMS
0101000020E6100000C32ADEC83CB96240AB7823F3C8DF3DC0,12906,0101000020110F0000237212CFCBCD6F4195C76A424C9B4AC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,48.2km South of Moree,false,false,,,false,false,,,-29.87416,NARRABRI,,,false,3251,true,149.78867,false,"0000017,3251,A1",false,true,false,false,false,WESTERN REGION,Tookey Creek Rest Area,1177,NEWELL HIGHWAY,0000017,false,true,true,RIGHT,false,,false,BELLATA,2,false,true,LIGHT VEHICLES ONLY,RAINWATER TANK,2CF45BAF6069D2F4,RMS
0101000020E6100000C72E51BD35176340726DA818E75F3EC0,12907,0101000020110F0000B5DCD87BB5367041FDEE6A9B19194BC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,24.7km west of Bellingen,false,false,,,false,false,,,-30.37462,BELLINGEN,,,true,0060,true,152.72531,false,"0000076,0060,A1",false,true,false,false,false,NORTHERN REGION,Dorrigo Mountain Top,572,WATERFALL WAY,0000076,false,false,true,RIGHT,false,OPEN,false,DORRIGO MOUNTAIN,2,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,E46B1D8973C06686,RMS
0101000020E6100000AF7C96E7C1E9624009F9A067B3CA3DC0,12909,0101000020110F0000CAF6612A1B107041B36A2DD3A7864AC1,2018-12-21 11:12:58+00,2,PRESCRIBED,,false,false,false,false,false,A1,MAIN CARRIAGEWAY,REST AREA,,,46.9km West of Glenn Innes,false,false,,,false,false,,,-29.7918,INVERELL,,,false,0350,true,151.30492,false,"0000012,0350,A1",false,true,false,false,false,NORTHERN REGION,Schumachers eastbound,716,GWYDIR HIGHWAY,0000012,false,false,true,LEFT,false,OPEN,false,ELSMORE,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,86FED0EEC3C76A62,RMS
0101000020E6100000E71890BDDE1C6240F27B9BFEECE741C0,12910,0101000020110F0000571F2EC030C46E416221A727954E50C1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,true,false,false,A1,,REST AREA,,,41km from Echuca (VIC) and  35km to Deniliquin,false,false,,,false,false,,,-35.81192,MURRAY RIVER,,,true,0050,true,144.90219,false,"0000021,0050,A1",false,true,false,true,true,SOUTH WEST REGION,Mathoura Rest Area,3026,MOAMA ST,0000021,false,true,true,LEFT,false,,false,MATHOURA,2,false,true,LIGHT VEHICLES ONLY,TOWN SUPPLY,718C87EC1D1E37B0,COUNCIL
0101000020E6100000A79196CADBDB624078B988EFC42041C0,12911,0101000020110F0000F1B442424D0470413863B7F7FEFF4EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,12km West of Bulli,false,false,,,false,false,,,-34.25601,WOLLONGONG,,,false,0045,true,150.87058,false,"0000177,0045,A2",false,false,false,false,false,SOUTHERN REGION,Appin Rd E/B Truck Parking Facility,1698,APPIN RD,0000177,false,false,true,RIGHT,false,,false,CATARACT,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,F8AE37E848500E5D,RMS
0101000020E61000009609BFD4CF946240D7868A71FEEA40C0,12912,0101000020110F0000E105D46FEC8F6F4173CB54A5C1914EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,0.4km West of Cowra,false,false,,,false,false,,,-33.83589,COWRA,,,false,0370,false,148.65037,false,"0000006,0370,A1",false,true,false,false,false,WESTERN REGION,,858,GRENFELL RD,0000006,false,true,true,LEFT,false,,false,COWRA,0,false,true,HEAVY VEHICLES ONLY,NONE,11C27442D41EB6F0,RMS
0101000020E61000007AAA436E86F5624055302AA913383EC0,12913,0101000020110F0000DA9374B4191A70417D1D26EFECF14AC1,2018-12-21 11:12:58+00,2,PRESCRIBED,,false,false,true,false,false,A1,,REST AREA,,,41.72Km North of Armidale,false,false,,,false,false,,,-30.21905,ARMIDALE REGIONAL,,,true,1280,true,151.67266,false,"0000009,1280,A1",false,true,true,false,false,NORTHERN REGION,Guyra,3303,MALPAS STREET,0000009,false,true,true,LEFT,false,,false,GUYRA,3,false,true,LIGHT VEHICLES ONLY,TOWN SUPPLY,0FD03520BE79F709,COUNCIL
0101000020E610000033FE7DC6855A6240A31EA2D11DEC40C0,12914,0101000020110F0000F022DCD2E92C6F41AA5566570D944EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,36km from West Wyalong and 220km to Hay,false,false,,,false,false,,,-33.84466,BLAND,,,false,0675,true,146.82883,false,"0000006,0675,A1",false,true,false,false,false,SOUTH WEST REGION,Yalgogrin Rest Area,3017,MID WESTERN HIGHWAY,0000006,false,true,true,LEFT,false,,false,NORTH YALGOGRIN,0,false,true,LIGHT VEHICLES ONLY,NONE,8255A080014A3AF8,RMS
0101000020E6100000A29C6857211A624047ACC5A7009C41C0,12916,0101000020110F00009125965A89BF6E41C458E87FB9FE4FC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,40km from Deniliquin and  82km to Hay,false,false,,,false,false,,,-35.21877,EDWARD RIVER,,,false,0150,true,144.81657,false,"0000021,0150,A1",false,false,false,false,false,SOUTH WEST REGION,Wanganella,270,COBB HIGHWAY,0000021,false,false,true,RIGHT,false,,false,WANGANELLA,0,false,false,LIGHT VEHICLES ONLY,SOURCE UNKNOWN,C6870104794A456A,RMS
0101000020E6100000041C42959AA26240DAE1AFC91A6D3FC0,12917,0101000020110F0000BFC73EC659A76F41F91ADA4C8F234CC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,37.3km South of Coonabarabran,false,false,,,false,false,,,-31.42619,COONABARABRAN,,,false,3032,true,149.08137,false,"0000017,3032,A1",false,true,false,false,false,WESTERN REGION,Spire View Rest Area,3003,NEWELL HIGHWAY,0000017,false,true,true,LEFT,false,,false,GOWANG,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,36A565A771A23E2A,RMS
0101000020E61000004703780B24126240B03DB324404D41C0,12918,0101000020110F000024A93136F7B16E417B681D64995B4FC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,30km from Hay and 102km to Balranald,true,false,,,false,false,,,-34.60352,HAY,,,false,0390,true,144.5669,false,"0000014,0390,A1",false,true,false,false,false,SOUTH WEST REGION,Pevensey Rest Area,240,STURT HIGHWAY,0000014,false,true,true,LEFT,false,OPEN,false,HAY SOUTH,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,D09E77C4C0C2C5EF,RMS
0101000020E6100000D595CFF23C3662407BA01518B2FE40C0,12919,0101000020110F0000BEC905D147EF6E41FE288AEB14BA4EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,148km from West Wyalong and 107km to Hay,false,false,,,false,false,,,-33.98981,CARRATHOOL,,,false,0780,true,145.69494,false,"0000006,0780,A1",false,true,false,false,false,SOUTH WEST REGION,Ilkadoon Rd,1260,MID WESTERN HIGHWAY,0000006,false,true,true,RIGHT,false,,false,GOOLGOWI,0,false,true,LIGHT VEHICLES ONLY,NONE,D9E24BBC17D94174,RMS
0101000020E6100000211FF46C5619624017D4B7CCE95E41C0,12921,0101000020110F0000FE294EAE30BE6E414A80335114804FC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,96km from Deniliquin and  27km to Hay,false,false,,,false,false,,,-34.74151,HAY,,,false,0180,true,144.7918,false,"0000021,0180,A1",false,false,false,false,false,SOUTH WEST REGION,16 Mile Gums,907,COBB HIGHWAY,0000021,false,false,true,LEFT,false,,false,BOOROORBAN,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,1109171542261A16,RMS
0101000020E6100000912749D74CF8624021B07268910D3FC0,12922,0101000020110F0000C1A9790E751C70413292F30EA9C44BC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A2,,REST AREA,,,144.7km West of Wauchope,false,false,,,false,false,,,-31.053,WALCHA,,,false,0420,false,151.75938,false,"0000011,0420,A2",false,true,false,false,false,NORTHERN REGION,Apsley Falls,1156,OXLEY HIGHWAY,0000011,false,true,true,RIGHT,false,,false,WALCHA,2,false,true,LIGHT VEHICLES ONLY,RAINWATER TANK,E9C7CF879B408D5B,NATIONAL PARKS AND WILDLIFE SERVICE
0101000020E6100000F7AFAC3429C16240AB048BC399AB40C0,12923,0101000020110F000079A3484941DB6F412F92DB557E104EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,13.2km from Mudgee turnoff,false,false,,,false,false,,,-33.34063,LITHGOW,,,false,1030,true,150.03628,false,"0000018,1030,A1",false,true,false,false,false,WESTERN REGION,,1765,CASTLEREAGH HIGHWAY,0000018,false,true,true,RIGHT,false,,false,PORTLAND,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,EADC9C8B6F54DDBF,RMS
0101000020E6100000DD7BB8E4B8BB62400708E6E8F13B42C0,12924,0101000020110F0000A726BE4D04D26F414E709B93F1A650C1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,12km South of Cobargo,false,false,,,false,false,,,-36.46832,BEGA VALLEY,,,false,2265,true,149.86632,false,"0000001,2265,A1",false,true,false,false,false,SOUTHERN REGION,Dry Creek Quaama S/B,358,PRINCES HIGHWAY,0000001,false,false,true,LEFT,false,,false,QUAAMA,2,false,false,LIGHT VEHICLES ONLY,RAINWATER TANK,77B5D69D5EA48B43,RMS
0101000020E610000039622D3E058F624011DF89592F4E3FC0,12925,0101000020110F0000E2FE941C16866F4159E2CF24CE044CC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,3.1km North of Gulargambone,false,false,,,false,false,,,-31.30541,COONAMBLE,,,false,3080,true,148.46939,false,"0000018,3080,A1",false,true,false,false,false,WESTERN REGION,,1619,CASTLEREAGH HIGHWAY,0000018,false,true,true,LEFT,false,,false,GULARGAMBONE,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,7A92219819B3A819,RMS
0101000020E610000000E31934F4D86240840D4FAF94CD40C0,12926,0101000020110F000035DABCBAD5017041138B265CB0554EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,1.05km from Ritchmond,false,false,,,false,false,,,-33.6061,HAWKESBURY,,,false,0370,true,150.77981,false,"0000184,0370,A1",false,false,false,false,false,SYDNEY WEST ZONE,Grand Circular Tourist Drive Information Centre,1381,WINDSOR ST,0000184,false,false,true,LEFT,false,,false,RICHMOND,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,7D5B7F753519E0E3,COUNCIL
0101000020E610000030D80DDB16956240641EF98381B73FC0,12928,0101000020110F000012C84E1465906F41E571D6FDB96D4CC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A2,,PARKING AREA,,,Gilgrandra town,false,false,,,false,false,,,-31.71682,GILGANDRA,,,false,2950,true,148.65904,false,"0000017,2950,A2",false,true,false,false,false,WESTERN REGION,Castlereagh River Frontage,1763,CASTLEREAGH ST,0000017,false,false,true,RIGHT,false,,false,GILGANDRA,0,false,false,LIGHT VEHICLES ONLY,TOWN SUPPLY,5AD7D360AB5F3064,COUNCIL
0101000020E6100000AF42CA4FAACD61401990BDDEFD3141C0,12929,0101000020110F000016002D32A73D6E41E8BA23046B234FC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,38km from Euston and  41km to Mildura (VIC),false,false,,,false,false,,,-34.39056,WENTWORTH,,,true,0580,true,142.42704,false,"0000014,0580,A1",false,true,false,false,false,SOUTH WEST REGION,Mallee Fowl Rest Area,266,STURT HIGHWAY,0000014,false,true,true,LEFT,false,OPEN,false,MALLEE,2,false,true,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,E6ABC7DD65B470F7,RMS
0101000020E61000009AB67F65A51E624043AD69DE71C641C0,12930,0101000020110F00004E87980735C76E41A1F23A54932B50C1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,72km from Echuca(VIC) and 4km to Deniliquin,false,false,,,false,false,,,-35.55035,EDWARD RIVER,,,false,0077,true,144.95769,false,"0000021,0077,A1",false,false,false,false,false,SOUTH WEST REGION,Deniliquin Information Bay,3031,OCHTERTYRE ST,0000021,false,true,true,LEFT,false,,false,DENILIQUIN,0,false,true,LIGHT VEHICLES ONLY,NONE,168D4B0FC9031678,RMS
0101000020E61000005F24B4E55CD26240956588635DDC3DC0,12931,0101000020110F00007041426679F86F415F8021C0F2974AC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,CWA MEMORIAL DRIVE AND BUS STOP,1.3km North of Bingara,false,false,,,false,false,,,-29.8608,GWYDIR,,,false,0320,true,150.57384,false,"0000063,0320,A1",false,true,false,false,false,NORTHERN REGION,White Street Park - Bingara,1924,TAMWORTH-YETMAN RD,0000063,false,false,true,LEFT,false,,false,BINGARA,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,TOWN SUPPLY,912B9586908C2C43,COUNCIL
0101000020E610000019E76F4221F66240F54A598638863EC0,12932,0101000020110F0000662A78339D1A7041BF3270A9D93E4BC1,2018-12-21 11:12:58+00,2,PRESCRIBED,,false,false,false,false,false,A1,,REST AREA,,,122.0km West of Dorrigo,false,false,,,false,false,,,-30.5243,ARMIDALE REGIONAL,,,false,0290,true,151.69156,false,"0000076,0290,A1",false,true,false,false,false,NORTHERN REGION,Quota Park,1864,WATERFALL WAY,0000076,false,false,true,LEFT,false,OPEN,false,ARMIDALE,0,false,false,LIGHT VEHICLES ONLY,NONE,E6F4713FD38775EE,COUNCIL
0101000020E6100000BADA8AFD65D16240A29C6857219D3DC0,12933,0101000020110F0000C519D600D6F66F41A5C6EC0F195A4AC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,30.6km North of Bingara,false,false,,,false,false,,,-29.61379,GWYDIR,,,false,0340,true,150.5437,false,"0000063,0340,A1",false,true,false,false,false,NORTHERN REGION,Ti Tree Creek,676,TAMWORTH-YETMAN RD,0000063,false,false,true,LEFT,false,OPEN,false,WARIALDA RAIL,0,false,false,LIGHT VEHICLES ONLY,NONE,D9F7CCEFB5F0DD20,RMS
0101000020E61000001DACFF7398B962407845F0BF95BC3DC0,12934,0101000020110F000015F65A8467CE6F419A2EED53D8784AC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,32.8km South of Moree (Heber St),false,false,,,false,false,,,-29.73666,MOREE PLAINS,,,false,3260,true,149.79986,false,"0000017,3260,A1",false,true,false,false,false,WESTERN REGION,Gurley Parking Area,1176,NEWELL HIGHWAY,0000017,false,true,true,RIGHT,false,,false,GURLEY,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,NONE,A497012D55E1EE00,RMS
0101000020E61000004F92AE997C886240153AAFB14BF440C0,12937,0101000020110F0000F3EFBEF5FC7A6F41A9C8BF3BC9A44EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,REST AREA,,,8.3-9.6km East of Grenfell,false,false,,,false,false,,,-33.90856,WEDDIN,,,false,0420,true,148.26521,false,"0000006,0420,A1",false,true,false,false,false,WESTERN REGION,,851,MID WESTERN HIGHWAY,0000006,false,true,true,RIGHT,false,,false,GRENFELL,0,false,true,HEAVY VEHICLES ONLY,NONE,77BA4EC3FB389305,RMS
0101000020E61000008C153598867B6240273108AC1CAA3FC0,12938,0101000020110F0000F14847FEF8646F419735BB945B604CC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,PARKING AREA,,,78.4km from Gilgrandra (4.63km N Warren),false,false,,,false,false,,,-31.6645,WARREN,,,false,1100,true,147.86018,false,"0000011,1100,A1",false,false,false,false,false,WESTERN REGION,Quambone turn off,1678,OXLEY HIGHWAY,0000011,false,false,true,RIGHT,false,,false,TENANDRA,0,false,false,HEAVY VEHICLES ONLY,NONE,F15A0B67ABB259AD,RMS
0101000020E6100000AED85F764F4D6240B4C876BE9F5A41C0,12939,0101000020110F0000CFB9EF9F78166F41AFC89EFC36774FC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,PHYSICAL SEPARATION,REST AREA,,,16km from Narrandera and 158km to Hay,false,false,,,false,false,,,-34.708,NARRANDERA,,,false,0241,true,146.41595,false,"0000014,0241,A1",false,true,false,false,false,SOUTH WEST REGION,Yanco Creek Rest Area,215,STURT HIGHWAY,0000014,false,true,true,RIGHT,false,,false,EUROLEY,0,false,true,BOTH LIGHT AND HEAVY VEHICLES,WATER TRUCK,9E8533101E9EC566,RMS
0101000020E61000009CA223B9FCAB62408D9C853DED8C41C0,12940,0101000020110F0000A0341A0D4AB76F41F82FE7E166DF4FC1,2018-12-21 11:12:58+00,2,COUNTER,,true,false,false,false,false,C1,,PARKING AREA,,,57km South of Goulburn,false,true,,,false,false,,,-35.10099,QUEANBEYAN-PALERANG,,,false,1042,true,149.3746,true,"0000003,1042,C1",false,true,false,false,false,SOUTHERN REGION,Gearys Gap Lookout Lake George,323,FEDERAL HIGHWAY,0000003,false,false,true,RIGHT,false,,false,LAKE GEORGE,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,DFF950A9C682B810,RMS
0101000020E6100000FA449E245DB16240BC22F8DF4A4640C0,12941,0101000020110F000084E9ED096CC06F412F42A5206F434DC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,PARKING AREA,,,6.29km North of Mudgee,false,false,,,false,false,,,-32.54916,MID WESTERN REGIONAL,,,false,1180,true,149.54262,false,"0000018,1180,A1",false,false,false,false,false,WESTERN REGION,,1766,CASTLEREAGH HIGHWAY,0000018,false,false,true,LEFT,false,,false,MENAH,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,71646733D93F702A,RMS
0101000020E610000048FE60E0B9F36140DB5031CEDFB43FC0,12942,0101000020110F0000300C0D9F4D7E6E410F93A164196B4CC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A2,,PARKING AREA,,,65.4km West of Emmdale,false,false,,,false,false,,,-31.70654,CENTRAL DARLING,,,false,0220,true,143.61644,false,"0000008,0220,A2",false,false,false,false,false,WESTERN REGION,,1291,BARRIER HIGHWAY,0000008,false,false,true,RIGHT,false,,false,WILCANNIA,0,false,false,HEAVY VEHICLES ONLY,NONE,B1907873AC2A84F4,RMS
0101000020E610000054E3A59BC40063402041F163CC0D3DC0,12943,0101000020110F000050304B24A623704101EC310B76CE49C1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A1,,REST AREA,,,126.5km West of Casino,false,false,,,false,false,,,-29.0539,TENTERFIELD,,,true,0460,true,152.024,false,"0000016,0460,A1",false,true,false,false,false,NORTHERN REGION,Market Square Park,1799,CLARENCE STREET,0000016,false,true,true,LEFT,false,,false,TENTERFIELD,2,false,true,BOTH LIGHT AND HEAVY VEHICLES,RAINWATER TANK,BD7E19EC1F7E6AA4,OTHER
0101000020E6100000698CD651D5F46240BC3FDEAB567E3EC0,12944,0101000020110F0000292FD14883197041511ECE7F14374BC1,2018-12-21 11:12:58+00,2,PRESCRIBED,,false,false,false,false,false,A1,,REST AREA,,,4.8km North of Armidale,false,false,,,false,false,,,-30.49351,ARMIDALE REGIONAL,,,false,1205,true,151.65104,false,"0000009,1205,A1",false,true,false,false,false,NORTHERN REGION,Lions Park - West Armidale,883,NEW ENGLAND HIGHWAY,0000009,false,false,true,LEFT,false,,false,ARMIDALE,0,false,false,LIGHT VEHICLES ONLY,NONE,E7C998548DA63EB7,OTHER
0101000020E610000022A64412BD8062402D5BEB8B84AE40C0,12945,0101000020110F0000EA2285BCD36D6F41DC9434EB6C164EC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,true,false,false,false,false,A1,,PARKING AREA,,,North Forbes,false,false,,,false,false,,,-33.36342,FORBES,,,false,2610,true,148.02308,false,"0000017,2610,A1",false,false,false,false,false,WESTERN REGION,,770,PARKES RD,0000017,false,false,true,RIGHT,false,,false,FORBES,0,false,false,BOTH LIGHT AND HEAVY VEHICLES,NONE,A126A283E23AAA5C,RMS
0101000020E6100000C5724BAB217E624052B81E85EB5941C0,12946,0101000020110F00000FA0271666696F416D56F49BC2754FC1,2018-12-21 11:12:58+00,2,BOTH,BOTH,false,false,false,false,false,A2,,REST AREA,,,41km from Junee and 11km to Cootamundra,false,false,,,false,false,,,-34.7025,COOTAMUNDRA-GUNDAGAI REGIONAL,,,false,0390,true,147.94161,false,"0000078,0390,A2",false,true,false,false,false,SOUTH WEST REGION,Rotary Park,703,OLYMPIC HIGHWAY,0000078,false,true,true,RIGHT,false,,false,COOTAMUNDRA,2,false,true,LIGHT VEHICLES ONLY,WATER TRUCK,C0F10482A9A3AE40,OTHER
0101000020E6100000D847A7AE7C606240897B2C7DE8923FC0,12948,0101000020110F0000C081BC6D0B376F41A0B5B01937494CC1,2018-12-21 11:12:58+00,2,PRESCRIBED,,true,false,false,false,false,A3,,PARKING AREA,,,111.3km East of Cobar,false,false,,,false,false,,,-31.57386,BOGAN,,,false,0010,true,147.01522,false,"0000008,0010,A3",false,false,false,false,false,WESTERN REGION,West Lyn Rd turn off,1126,BARRIER HIGHWAY,0000008,false,false,true,LEFT,false,,false,MIANDETTA,0,false,false,HEAVY VEHICLES ONLY,NONE,1F1B419494626033,RMS
